id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark,Graduated,Satisfaction,Salon_etudiant,Duree_embauche,Graduated,Satisfaction,Salon_etudiant,Duree_embauche
7382,Nananne,Donoghue,Nananne.Donoghue@supinfo.com,1996-06-24,Lyon,2019-2020,1,LCL,Msc2,57.86,Non,57,Non,6,Non,57,Non,6
7383,Myrtice,Warthman,Myrtice.Warthman@supinfo.com,1994-03-27,Lyon,2019-2020,1,Capgemini,Bsc,42.92,Oui,20,Non,12,Oui,20,Non,12
7384,Hollie,Allare,Hollie.Allare@supinfo.com,1997-01-15,Lyon,2019-2020,1,Capgemini,Bsc,60.59,Oui,70,Oui,24,Oui,70,Oui,24
7385,Britte,Maroney,Britte.Maroney@supinfo.com,1998-07-24,Caen,2019-2020,2,Enedis,Msc2,65.31,Oui,31,Oui,3,Oui,31,Oui,3
7386,Sandie,Marden,Sandie.Marden@supinfo.com,1997-06-25,Lille,2019-2020,1,Talan,Msc1,34.9,Oui,50,Oui,3,Oui,50,Oui,3
7387,Asia,Fiann,Asia.Fiann@supinfo.com,1994-04-19,Lille,2019-2020,1,BNP Paribas,Bsc,42.27,Oui,74,Non,3,Oui,74,Non,3
7388,Randa,Warthman,Randa.Warthman@supinfo.com,1996-10-01,Lyon,2019-2020,2,SNCF,Msc1,69.15,Non,37,Non,18,Non,37,Non,18
7389,Elvira,Leary,Elvira.Leary@supinfo.com,1998-11-04,Tours,2019-2020,1,Capgemini,Msc2,84.02,Non,79,Oui,3,Non,79,Oui,3
7390,Leona,Peg,Leona.Peg@supinfo.com,1999-10-18,Lille,2019-2020,1,EDF,Msc2,46.05,Oui,95,Oui,18,Oui,95,Oui,18
7391,Pierette,Othilia,Pierette.Othilia@supinfo.com,1997-02-27,Lyon,2019-2020,1,LCL,Msc2,34.36,Oui,84,Oui,6,Oui,84,Oui,6
7392,Ayn,Koziara,Ayn.Koziara@supinfo.com,1996-07-27,Lille,2019-2020,2,Capgemini,Bsc,84.29,Non,22,Oui,3,Non,22,Oui,3
7393,Ariela,Cloris,Ariela.Cloris@supinfo.com,1994-01-17,Caen,2019-2020,2,SNCF,Bsc,94.88,Non,67,Non,18,Non,67,Non,18
7394,Pollyanna,Nicoline,Pollyanna.Nicoline@supinfo.com,1996-02-05,Paris,2019-2020,1,BNP Paribas,Bsc,84.62,Non,77,Oui,12,Non,77,Oui,12
7395,Maye,Hilbert,Maye.Hilbert@supinfo.com,1999-12-27,Lille,2019-2020,2,Enedis,Bsc,71.45,Non,95,Non,6,Non,95,Non,6
7396,Concettina,Kermit,Concettina.Kermit@supinfo.com,1994-07-20,Paris,2019-2020,1,Capgemini,Bsc,49.01,Non,62,Oui,24,Non,62,Oui,24
7397,Marcy,Blisse,Marcy.Blisse@supinfo.com,1996-12-09,Lyon,2019-2020,2,Talan,Msc2,49.41,Non,6,Non,6,Non,6,Non,6
7398,Rani,Oneida,Rani.Oneida@supinfo.com,1999-09-05,Lyon,2019-2020,1,SNCF,Msc1,56.14,Oui,76,Non,12,Oui,76,Non,12
7399,Nikki,Newell,Nikki.Newell@supinfo.com,1997-12-12,Lyon,2019-2020,1,Enedis,Bsc,48.58,Non,81,Oui,3,Non,81,Oui,3
7400,Misha,Winthorpe,Misha.Winthorpe@supinfo.com,1996-03-06,Caen,2019-2020,1,BNP Paribas,Msc2,71.61,Non,62,Non,6,Non,62,Non,6
7401,Giustina,Natica,Giustina.Natica@supinfo.com,1998-03-11,Tours,2019-2020,2,SNCF,Bsc,44.83,Non,42,Non,24,Non,42,Non,24
7402,Lusa,Sadowski,Lusa.Sadowski@supinfo.com,1998-03-08,Paris,2019-2020,1,BNP Paribas,Msc1,52.91,Oui,53,Non,24,Oui,53,Non,24
7403,Hayley,Cosenza,Hayley.Cosenza@supinfo.com,1997-03-12,Lille,2019-2020,2,BNP Paribas,Msc2,44.03,Non,77,Non,3,Non,77,Non,3
7404,Gisela,Tippets,Gisela.Tippets@supinfo.com,1994-04-05,Lyon,2019-2020,2,Engie,Msc2,48.25,Non,40,Oui,18,Non,40,Oui,18
7405,Consuela,Maroney,Consuela.Maroney@supinfo.com,1998-09-29,Caen,2019-2020,2,Capgemini,Msc1,36.18,Non,82,Oui,12,Non,82,Oui,12
7406,Peri,Tyson,Peri.Tyson@supinfo.com,1999-09-15,Caen,2019-2020,2,Talan,Msc1,54.21,Oui,52,Non,3,Oui,52,Non,3
7407,Lanna,Kat,Lanna.Kat@supinfo.com,1994-09-13,Lyon,2019-2020,2,Talan,Bsc,30.6,Non,33,Oui,12,Non,33,Oui,12
7408,Tina,Barrus,Tina.Barrus@supinfo.com,1999-02-09,Paris,2019-2020,2,BNP Paribas,Msc1,66.93,Non,79,Oui,12,Non,79,Oui,12
7409,Sharai,Kauppi,Sharai.Kauppi@supinfo.com,1994-04-16,Caen,2019-2020,2,Amazon,Msc1,35.9,Non,65,Oui,24,Non,65,Oui,24
7410,Margarette,Wattenberg,Margarette.Wattenberg@supinfo.com,1999-05-06,Tours,2019-2020,2,Engie,Msc2,30.68,Oui,34,Oui,12,Oui,34,Oui,12
7411,Ninnetta,Lowry,Ninnetta.Lowry@supinfo.com,1996-05-28,Lille,2019-2020,1,Amazon,Msc1,38.78,Oui,96,Oui,12,Oui,96,Oui,12
7412,Thalia,Kress,Thalia.Kress@supinfo.com,1994-06-28,Lyon,2019-2020,2,RTE,Msc2,90.8,Non,62,Non,12,Non,62,Non,12
7413,Fawne,Zenas,Fawne.Zenas@supinfo.com,1997-04-07,Lyon,2019-2020,2,Capgemini,Msc2,31.06,Non,97,Oui,18,Non,97,Oui,18
7414,Ermengarde,Ashok,Ermengarde.Ashok@supinfo.com,1999-11-06,Paris,2019-2020,2,EDF,Msc1,59.36,Oui,26,Oui,24,Oui,26,Oui,24
7415,Daryl,Nedrud,Daryl.Nedrud@supinfo.com,1998-03-01,Lyon,2019-2020,1,Engie,Msc2,47.73,Non,49,Non,18,Non,49,Non,18
7416,Barbara,Lilybelle,Barbara.Lilybelle@supinfo.com,1995-07-04,Lille,2019-2020,1,Enedis,Msc1,41.15,Non,31,Oui,6,Non,31,Oui,6
7417,Sonni,Henrie,Sonni.Henrie@supinfo.com,1994-06-15,Lyon,2019-2020,1,Enedis,Msc2,59.47,Oui,95,Non,18,Oui,95,Non,18
7418,Ebonee,Marisa,Ebonee.Marisa@supinfo.com,1997-10-24,Paris,2019-2020,1,Amazon,Bsc,83.92,Oui,15,Non,24,Oui,15,Non,24
7419,Arlena,Kamaria,Arlena.Kamaria@supinfo.com,1994-03-27,Caen,2019-2020,1,Carrefour,Bsc,54.55,Oui,16,Non,3,Oui,16,Non,3
7420,Ruthe,Bakerman,Ruthe.Bakerman@supinfo.com,1998-08-13,Paris,2019-2020,1,BNP Paribas,Msc2,94.54,Non,73,Non,6,Non,73,Non,6
7421,Dode,Rosette,Dode.Rosette@supinfo.com,1995-12-24,Lille,2019-2020,1,BNP Paribas,Msc1,86.77,Non,87,Oui,24,Non,87,Oui,24
7422,Nickie,Gombach,Nickie.Gombach@supinfo.com,1999-12-17,Lyon,2019-2020,1,BNP Paribas,Msc2,60.08,Non,54,Oui,3,Non,54,Oui,3
7423,Sharlene,Kalinda,Sharlene.Kalinda@supinfo.com,1999-08-21,Lille,2019-2020,1,Engie,Bsc,56.99,Non,33,Oui,24,Non,33,Oui,24
7424,Stacey,Rossner,Stacey.Rossner@supinfo.com,1997-09-03,Lille,2019-2020,1,RTE,Msc1,46.47,Oui,50,Non,6,Oui,50,Non,6
7425,Blondelle,Armanda,Blondelle.Armanda@supinfo.com,1999-11-06,Lyon,2019-2020,2,SNCF,Msc2,71.23,Oui,76,Oui,3,Oui,76,Oui,3
7426,Goldie,Millda,Goldie.Millda@supinfo.com,1997-05-12,Tours,2019-2020,1,Enedis,Msc2,91.13,Non,15,Non,3,Non,15,Non,3
7427,Caryl,Joeann,Caryl.Joeann@supinfo.com,1998-11-26,Lille,2019-2020,1,LCL,Msc2,72.29,Non,58,Oui,3,Non,58,Oui,3
7428,Shandie,Jalbert,Shandie.Jalbert@supinfo.com,1997-01-13,Tours,2019-2020,2,SNCF,Msc1,51.99,Non,11,Oui,12,Non,11,Oui,12
7429,Dorice,Adore,Dorice.Adore@supinfo.com,1995-10-14,Caen,2019-2020,2,Engie,Msc2,65.44,Oui,76,Non,24,Oui,76,Non,24
7430,Lusa,Brackely,Lusa.Brackely@supinfo.com,1999-02-02,Paris,2019-2020,2,RTE,Msc1,88.36,Oui,91,Non,6,Oui,91,Non,6
7431,Yvonne,Alice,Yvonne.Alice@supinfo.com,1997-03-25,Lyon,2019-2020,2,EDF,Bsc,73.81,Non,92,Oui,18,Non,92,Oui,18
7432,Nanete,Lunsford,Nanete.Lunsford@supinfo.com,1999-10-09,Lyon,2019-2020,2,Talan,Msc2,62.98,Non,93,Oui,6,Non,93,Oui,6
7433,Elka,Tybald,Elka.Tybald@supinfo.com,1996-02-10,Caen,2019-2020,1,RTE,Msc1,38.05,Oui,65,Non,24,Oui,65,Non,24
7434,Corly,Sikorski,Corly.Sikorski@supinfo.com,1995-08-19,Lille,2019-2020,1,LCL,Bsc,42.93,Non,9,Oui,6,Non,9,Oui,6
7435,Constance,Bendick,Constance.Bendick@supinfo.com,1999-10-18,Lyon,2019-2020,1,Capgemini,Msc1,84.78,Oui,14,Non,18,Oui,14,Non,18
7436,Edee,Fabiola,Edee.Fabiola@supinfo.com,1994-09-25,Lille,2019-2020,2,BNP Paribas,Msc1,77.66,Oui,72,Oui,3,Oui,72,Oui,3
7437,Donetta,Brian,Donetta.Brian@supinfo.com,1997-07-13,Lille,2019-2020,1,Enedis,Bsc,43.83,Non,23,Non,3,Non,23,Non,3
7438,Hayley,Winnick,Hayley.Winnick@supinfo.com,1996-05-06,Lille,2019-2020,1,Carrefour,Bsc,53.48,Oui,59,Oui,18,Oui,59,Oui,18
7439,Lory,Skell,Lory.Skell@supinfo.com,1999-04-12,Caen,2019-2020,1,SNCF,Bsc,72.81,Non,72,Non,12,Non,72,Non,12
7440,Correy,Oscar,Correy.Oscar@supinfo.com,1998-07-25,Lyon,2019-2020,2,Talan,Msc2,64.56,Oui,54,Non,12,Oui,54,Non,12
7441,Giustina,Bohlin,Giustina.Bohlin@supinfo.com,1997-03-21,Caen,2019-2020,2,Talan,Msc2,50.91,Oui,46,Non,24,Oui,46,Non,24
7442,Kial,Merna,Kial.Merna@supinfo.com,1996-12-12,Lyon,2019-2020,2,Engie,Msc1,76.47,Non,17,Oui,3,Non,17,Oui,3
7443,Max,Ehrman,Max.Ehrman@supinfo.com,1998-11-29,Tours,2019-2020,1,Amazon,Msc1,67.96,Oui,37,Oui,24,Oui,37,Oui,24
7444,Jean,Halla,Jean.Halla@supinfo.com,1995-12-10,Tours,2019-2020,2,Carrefour,Bsc,54.35,Non,11,Non,12,Non,11,Non,12
7445,Alameda,Terencio,Alameda.Terencio@supinfo.com,1997-05-26,Paris,2019-2020,1,Talan,Msc2,92.25,Non,8,Non,6,Non,8,Non,6
7446,Iseabal,Rurik,Iseabal.Rurik@supinfo.com,1995-11-14,Tours,2019-2020,1,Carrefour,Msc2,49.16,Non,3,Non,6,Non,3,Non,6
7447,Beatriz,Dreda,Beatriz.Dreda@supinfo.com,1995-12-01,Caen,2019-2020,1,RTE,Msc2,67.26,Oui,57,Oui,6,Oui,57,Oui,6
7448,Myriam,Gino,Myriam.Gino@supinfo.com,1994-10-14,Paris,2019-2020,2,Capgemini,Msc2,94.93,Non,100,Oui,6,Non,100,Oui,6
7449,Silvana,Knowling,Silvana.Knowling@supinfo.com,1995-05-13,Paris,2019-2020,1,Talan,Bsc,86.63,Non,43,Oui,24,Non,43,Oui,24
7450,Natka,Hepsibah,Natka.Hepsibah@supinfo.com,1995-01-23,Lille,2019-2020,2,SNCF,Msc2,89.54,Non,6,Oui,6,Non,6,Oui,6
7451,Brana,Seessel,Brana.Seessel@supinfo.com,1995-03-29,Lyon,2019-2020,2,Carrefour,Bsc,35.94,Oui,53,Non,24,Oui,53,Non,24
7452,Lexine,Buffum,Lexine.Buffum@supinfo.com,1998-03-06,Paris,2019-2020,2,Engie,Msc1,67.31,Oui,0,Oui,12,Oui,0,Oui,12
7453,Madelle,Delila,Madelle.Delila@supinfo.com,1994-05-27,Tours,2019-2020,2,LCL,Msc2,58.09,Non,54,Oui,24,Non,54,Oui,24
7454,Kellen,Kussell,Kellen.Kussell@supinfo.com,1996-07-27,Paris,2019-2020,1,SNCF,Bsc,36.94,Non,100,Non,3,Non,100,Non,3
7455,Rosene,Emanuel,Rosene.Emanuel@supinfo.com,1996-08-04,Lyon,2019-2020,2,RTE,Bsc,44.85,Non,36,Oui,24,Non,36,Oui,24
7456,Adriana,Carri,Adriana.Carri@supinfo.com,1995-11-08,Caen,2019-2020,2,Carrefour,Msc1,56.79,Oui,87,Oui,24,Oui,87,Oui,24
7457,Karina,Chabot,Karina.Chabot@supinfo.com,1998-04-10,Lyon,2019-2020,1,SNCF,Msc2,64.72,Non,45,Oui,18,Non,45,Oui,18
7458,Danika,Chrystel,Danika.Chrystel@supinfo.com,1998-06-01,Tours,2019-2020,1,BNP Paribas,Msc2,63.7,Non,61,Non,12,Non,61,Non,12
7459,Ellette,MacIntosh,Ellette.MacIntosh@supinfo.com,1994-06-07,Caen,2019-2020,1,Engie,Msc1,94.7,Non,74,Oui,18,Non,74,Oui,18
7460,Paule,Manolo,Paule.Manolo@supinfo.com,1999-04-19,Lille,2019-2020,2,LCL,Msc1,92.64,Oui,81,Oui,6,Oui,81,Oui,6
7461,Tobe,Aaberg,Tobe.Aaberg@supinfo.com,1994-05-12,Lyon,2019-2020,1,BNP Paribas,Msc1,73.18,Non,57,Oui,12,Non,57,Oui,12
7462,Marylou,Borrell,Marylou.Borrell@supinfo.com,1998-08-07,Caen,2019-2020,1,Engie,Msc1,51.42,Non,55,Oui,12,Non,55,Oui,12
7463,Clary,Fiann,Clary.Fiann@supinfo.com,1997-11-12,Lille,2019-2020,1,Engie,Bsc,85.22,Non,90,Non,18,Non,90,Non,18
7464,Leanna,Anselmi,Leanna.Anselmi@supinfo.com,1999-10-21,Tours,2019-2020,1,SNCF,Msc1,79.19,Non,46,Oui,24,Non,46,Oui,24
7465,Vivia,Aprile,Vivia.Aprile@supinfo.com,1997-05-24,Lyon,2019-2020,1,RTE,Msc2,65.79,Oui,6,Non,6,Oui,6,Non,6
7466,Deane,Shama,Deane.Shama@supinfo.com,1995-10-21,Paris,2019-2020,1,BNP Paribas,Msc2,55.46,Oui,32,Oui,18,Oui,32,Oui,18
7467,Donnie,Gwenore,Donnie.Gwenore@supinfo.com,1999-09-20,Tours,2019-2020,1,EDF,Bsc,94.55,Oui,85,Oui,6,Oui,85,Oui,6
7468,Carlie,Lorenz,Carlie.Lorenz@supinfo.com,1997-03-22,Paris,2019-2020,1,BNP Paribas,Msc2,71.6,Oui,67,Oui,6,Oui,67,Oui,6
7469,Angelique,Dahlia,Angelique.Dahlia@supinfo.com,1994-09-03,Caen,2019-2020,1,Talan,Msc2,87.75,Non,87,Non,3,Non,87,Non,3
7470,Teriann,Norvol,Teriann.Norvol@supinfo.com,1998-10-23,Tours,2019-2020,2,Amazon,Msc2,39.23,Oui,75,Oui,6,Oui,75,Oui,6
7471,Dolli,Abernon,Dolli.Abernon@supinfo.com,1998-07-07,Lille,2019-2020,2,Carrefour,Msc1,93.32,Oui,94,Non,3,Oui,94,Non,3
7472,Gui,Engdahl,Gui.Engdahl@supinfo.com,1999-09-25,Lille,2019-2020,1,Amazon,Msc1,79.89,Non,52,Oui,18,Non,52,Oui,18
7473,Oralee,Halla,Oralee.Halla@supinfo.com,1998-12-10,Lyon,2019-2020,1,Enedis,Msc2,57.93,Oui,44,Non,3,Oui,44,Non,3
7474,Lanae,Cornelia,Lanae.Cornelia@supinfo.com,1994-01-03,Lyon,2019-2020,1,RTE,Msc2,45.74,Oui,80,Non,6,Oui,80,Non,6
7475,Ellette,Auberbach,Ellette.Auberbach@supinfo.com,1997-07-25,Tours,2019-2020,2,Talan,Msc2,33.34,Oui,99,Oui,24,Oui,99,Oui,24
7476,Clary,Afton,Clary.Afton@supinfo.com,1994-02-05,Lyon,2019-2020,2,Capgemini,Msc2,62.89,Non,100,Oui,6,Non,100,Oui,6
7477,Albertina,Holtz,Albertina.Holtz@supinfo.com,1994-11-02,Lille,2019-2020,1,Engie,Bsc,71.38,Non,2,Non,12,Non,2,Non,12
7478,Linet,Goth,Linet.Goth@supinfo.com,1994-07-24,Tours,2019-2020,2,Capgemini,Msc2,75.32,Non,64,Non,12,Non,64,Non,12
7479,Dotty,Dash,Dotty.Dash@supinfo.com,1996-01-24,Caen,2019-2020,1,RTE,Msc2,38.54,Non,7,Non,18,Non,7,Non,18
7480,Berget,Rillings,Berget.Rillings@supinfo.com,1997-06-14,Paris,2019-2020,2,Amazon,Msc1,60.41,Oui,5,Non,6,Oui,5,Non,6
7481,Roberta,Robertson,Roberta.Robertson@supinfo.com,1998-03-27,Paris,2019-2020,1,EDF,Msc1,67.5,Non,39,Non,24,Non,39,Non,24
7482,Shell,Lanita,Shell.Lanita@supinfo.com,1995-06-12,Caen,2019-2020,2,EDF,Bsc,55.2,Oui,4,Non,18,Oui,4,Non,18
7483,Olwen,Nea,Olwen.Nea@supinfo.com,1997-11-14,Paris,2019-2020,2,Amazon,Bsc,33.16,Oui,79,Oui,3,Oui,79,Oui,3
7484,Kayla,Pulsifer,Kayla.Pulsifer@supinfo.com,1996-12-24,Caen,2019-2020,2,Carrefour,Msc2,62.25,Non,12,Non,6,Non,12,Non,6
7485,Katharina,Eliathas,Katharina.Eliathas@supinfo.com,1995-10-13,Lille,2019-2020,1,Carrefour,Msc2,37.16,Non,34,Non,18,Non,34,Non,18
7486,Oralee,Cath,Oralee.Cath@supinfo.com,1998-07-07,Lyon,2019-2020,1,SNCF,Bsc,69.22,Oui,17,Oui,6,Oui,17,Oui,6
7487,Dyann,Kaja,Dyann.Kaja@supinfo.com,1994-04-25,Lyon,2019-2020,2,Engie,Msc2,90.6,Non,1,Non,18,Non,1,Non,18
7488,Natka,Flita,Natka.Flita@supinfo.com,1997-01-02,Tours,2019-2020,2,RTE,Msc1,60.35,Oui,7,Non,24,Oui,7,Non,24
7489,Michaelina,Skell,Michaelina.Skell@supinfo.com,1999-12-04,Tours,2019-2020,1,Talan,Msc2,50.52,Oui,31,Oui,3,Oui,31,Oui,3
7490,Cam,Friede,Cam.Friede@supinfo.com,1999-02-12,Caen,2019-2020,2,EDF,Bsc,64.08,Non,63,Oui,18,Non,63,Oui,18
7491,Mahalia,Phyllis,Mahalia.Phyllis@supinfo.com,1999-04-30,Paris,2019-2020,1,Engie,Msc1,68.1,Oui,16,Non,6,Oui,16,Non,6
7492,Corene,Bonucci,Corene.Bonucci@supinfo.com,1995-02-01,Paris,2019-2020,2,SNCF,Msc1,58.95,Oui,37,Oui,6,Oui,37,Oui,6
7493,Alleen,Elo,Alleen.Elo@supinfo.com,1996-11-28,Paris,2019-2020,2,Talan,Bsc,30.75,Non,9,Non,18,Non,9,Non,18
7494,Ninnetta,Strephon,Ninnetta.Strephon@supinfo.com,1998-05-07,Tours,2019-2020,2,SNCF,Msc1,79.48,Oui,2,Non,18,Oui,2,Non,18
7495,Cathyleen,Mintz,Cathyleen.Mintz@supinfo.com,1997-05-20,Tours,2019-2020,1,Amazon,Msc1,74.88,Oui,28,Oui,24,Oui,28,Oui,24
7496,Kate,Orpah,Kate.Orpah@supinfo.com,1995-10-26,Lyon,2019-2020,1,EDF,Msc1,51.68,Oui,62,Oui,24,Oui,62,Oui,24
7497,Pearline,Even,Pearline.Even@supinfo.com,1998-06-27,Caen,2019-2020,2,RTE,Msc1,89.18,Oui,79,Non,18,Oui,79,Non,18
7498,Sheree,Ehrman,Sheree.Ehrman@supinfo.com,1998-07-29,Lille,2019-2020,1,EDF,Bsc,32.68,Oui,36,Non,12,Oui,36,Non,12
7499,Brietta,Hedve,Brietta.Hedve@supinfo.com,1996-05-05,Caen,2019-2020,2,Amazon,Msc1,60.32,Oui,51,Oui,24,Oui,51,Oui,24
7500,Elvira,Pozzy,Elvira.Pozzy@supinfo.com,1994-11-02,Lyon,2019-2020,1,Carrefour,Bsc,63.13,Oui,97,Oui,3,Oui,97,Oui,3
7501,Paule,Francene,Paule.Francene@supinfo.com,1996-01-27,Tours,2019-2020,2,BNP Paribas,Bsc,79.55,Oui,31,Non,12,Oui,31,Non,12
7502,Courtnay,Durante,Courtnay.Durante@supinfo.com,1995-01-24,Paris,2019-2020,1,BNP Paribas,Msc1,67.96,Oui,93,Oui,6,Oui,93,Oui,6
7503,Ebonee,Holbrook,Ebonee.Holbrook@supinfo.com,1994-12-25,Paris,2019-2020,1,Capgemini,Msc1,39.79,Non,89,Oui,3,Non,89,Oui,3
7504,Valli,Martsen,Valli.Martsen@supinfo.com,1994-06-24,Caen,2019-2020,2,Engie,Bsc,88.87,Non,15,Non,24,Non,15,Non,24
7505,Helena,Syd,Helena.Syd@supinfo.com,1997-06-25,Caen,2019-2020,2,EDF,Msc1,54.08,Non,28,Oui,6,Non,28,Oui,6
7506,Courtnay,Federica,Courtnay.Federica@supinfo.com,1997-09-27,Paris,2019-2020,2,SNCF,Bsc,72.07,Non,0,Oui,18,Non,0,Oui,18
7507,Amara,Craggie,Amara.Craggie@supinfo.com,1997-08-04,Lyon,2019-2020,1,Amazon,Msc1,61.47,Oui,43,Oui,18,Oui,43,Oui,18
7508,Kore,Moina,Kore.Moina@supinfo.com,1998-05-05,Caen,2019-2020,1,Talan,Msc2,79.79,Non,44,Oui,24,Non,44,Oui,24
7509,Danny,Kussell,Danny.Kussell@supinfo.com,1995-02-22,Paris,2019-2020,1,BNP Paribas,Msc1,59.89,Oui,86,Oui,3,Oui,86,Oui,3
7510,Gianina,Ashely,Gianina.Ashely@supinfo.com,1997-11-21,Paris,2019-2020,2,Amazon,Msc1,46.87,Oui,60,Non,3,Oui,60,Non,3
7511,Carolina,My,Carolina.My@supinfo.com,1995-11-29,Lille,2019-2020,1,RTE,Msc2,47.22,Oui,74,Oui,18,Oui,74,Oui,18
7512,Sheree,Naor,Sheree.Naor@supinfo.com,1996-12-08,Tours,2019-2020,1,Talan,Msc1,84.51,Non,26,Non,3,Non,26,Non,3
7513,Trixi,McAdams,Trixi.McAdams@supinfo.com,1996-10-17,Lille,2019-2020,1,Carrefour,Msc1,68.94,Oui,63,Non,3,Oui,63,Non,3
7514,Lyssa,Dielu,Lyssa.Dielu@supinfo.com,1996-04-09,Caen,2019-2020,1,Talan,Bsc,33.64,Oui,48,Non,3,Oui,48,Non,3
7515,Annice,Reneta,Annice.Reneta@supinfo.com,1994-04-09,Caen,2019-2020,2,Engie,Bsc,79.75,Non,80,Oui,3,Non,80,Oui,3
7516,Ariela,Vacuva,Ariela.Vacuva@supinfo.com,1994-09-26,Tours,2019-2020,1,EDF,Msc2,58.53,Non,99,Non,18,Non,99,Non,18
7517,Violet,Jehu,Violet.Jehu@supinfo.com,1997-12-20,Lyon,2019-2020,1,EDF,Msc1,33.64,Oui,54,Oui,3,Oui,54,Oui,3
7518,Bertine,Elsinore,Bertine.Elsinore@supinfo.com,1996-02-01,Paris,2019-2020,2,LCL,Msc2,51.88,Oui,65,Non,18,Oui,65,Non,18
7519,Sabina,Pascia,Sabina.Pascia@supinfo.com,1995-01-06,Tours,2019-2020,1,LCL,Msc1,47.42,Non,35,Oui,6,Non,35,Oui,6
7520,Augustine,Pernick,Augustine.Pernick@supinfo.com,1996-12-04,Lille,2019-2020,1,BNP Paribas,Msc2,43.54,Non,69,Non,12,Non,69,Non,12
7521,Moyna,Peonir,Moyna.Peonir@supinfo.com,1997-06-08,Lyon,2019-2020,1,SNCF,Bsc,82.54,Non,86,Non,3,Non,86,Non,3
7522,Susan,Bari,Susan.Bari@supinfo.com,1998-03-14,Tours,2019-2020,1,LCL,Msc2,38.7,Oui,53,Oui,3,Oui,53,Oui,3
7523,Aaren,Sawtelle,Aaren.Sawtelle@supinfo.com,1996-10-01,Tours,2019-2020,1,Enedis,Msc1,50.39,Non,4,Oui,24,Non,4,Oui,24
7524,Halette,Maryanne,Halette.Maryanne@supinfo.com,1995-10-24,Paris,2019-2020,2,Capgemini,Msc2,85.22,Non,8,Oui,6,Non,8,Oui,6
7525,Elena,Bettine,Elena.Bettine@supinfo.com,1994-10-02,Paris,2019-2020,2,LCL,Bsc,55,Non,64,Non,3,Non,64,Non,3
7526,Correy,Demitria,Correy.Demitria@supinfo.com,1998-01-22,Lyon,2019-2020,1,Talan,Bsc,48.66,Non,83,Non,24,Non,83,Non,24
7527,Antonietta,Lail,Antonietta.Lail@supinfo.com,1994-12-03,Lille,2019-2020,1,Talan,Bsc,39.17,Non,51,Non,6,Non,51,Non,6
7528,Tina,Regan,Tina.Regan@supinfo.com,1995-02-15,Lille,2019-2020,2,Engie,Msc2,30.65,Oui,30,Oui,12,Oui,30,Oui,12
7529,Karina,Jobi,Karina.Jobi@supinfo.com,1994-02-02,Lyon,2019-2020,1,RTE,Msc1,76.78,Non,28,Non,12,Non,28,Non,12
7530,Merle,Durware,Merle.Durware@supinfo.com,1997-06-09,Tours,2019-2020,1,Capgemini,Msc2,67.05,Non,97,Oui,3,Non,97,Oui,3
7531,Luci,Toffic,Luci.Toffic@supinfo.com,1995-12-18,Lyon,2019-2020,1,RTE,Msc1,47.7,Oui,58,Oui,24,Oui,58,Oui,24
7532,Augustine,Narton,Augustine.Narton@supinfo.com,1998-09-24,Lille,2019-2020,2,Enedis,Msc1,89.76,Oui,39,Non,12,Oui,39,Non,12
7533,Hyacinthe,Lytton,Hyacinthe.Lytton@supinfo.com,1995-01-07,Caen,2019-2020,1,RTE,Bsc,58.57,Non,64,Oui,3,Non,64,Oui,3
7534,Diena,Tjon,Diena.Tjon@supinfo.com,1996-11-04,Tours,2019-2020,1,Engie,Msc2,57.19,Oui,48,Oui,3,Oui,48,Oui,3
7535,Latisha,Merell,Latisha.Merell@supinfo.com,1998-08-19,Caen,2019-2020,1,Carrefour,Msc1,88.29,Non,47,Non,3,Non,47,Non,3
7536,Ezmeralda,Brady,Ezmeralda.Brady@supinfo.com,1999-12-19,Caen,2019-2020,1,LCL,Msc1,80.89,Oui,57,Oui,18,Oui,57,Oui,18
7537,Maurene,Grimbly,Maurene.Grimbly@supinfo.com,1996-07-18,Lille,2019-2020,1,Capgemini,Msc2,66.17,Non,31,Non,18,Non,31,Non,18
7538,Brandise,Redmond,Brandise.Redmond@supinfo.com,1999-09-06,Caen,2019-2020,1,RTE,Bsc,61.86,Non,65,Oui,24,Non,65,Oui,24
7539,Rozele,Abbot,Rozele.Abbot@supinfo.com,1997-05-04,Lille,2019-2020,1,Engie,Msc1,53.22,Non,99,Oui,6,Non,99,Oui,6
7540,Tina,Silvan,Tina.Silvan@supinfo.com,1998-10-30,Lille,2019-2020,2,RTE,Msc2,86.57,Non,62,Oui,24,Non,62,Oui,24
7541,Rozele,Lia,Rozele.Lia@supinfo.com,1995-06-13,Tours,2019-2020,1,Enedis,Bsc,43.15,Non,79,Non,12,Non,79,Non,12
7542,Albertina,Septima,Albertina.Septima@supinfo.com,1994-10-25,Caen,2019-2020,1,SNCF,Msc2,57.15,Non,26,Oui,24,Non,26,Oui,24
7543,Sharai,Bearnard,Sharai.Bearnard@supinfo.com,1998-10-26,Lille,2019-2020,2,Capgemini,Bsc,76.39,Oui,93,Oui,6,Oui,93,Oui,6
7544,Hope,Caitlin,Hope.Caitlin@supinfo.com,1994-09-07,Lyon,2019-2020,1,Capgemini,Bsc,66.53,Non,81,Oui,18,Non,81,Oui,18
