id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark
6575,Consuela,Aloise,Consuela.Aloise@supinfo.com,1999-09-30,Lille,2019-2020,1,Engie,Bsc,50.13
6576,Pierette,Imelida,Pierette.Imelida@supinfo.com,1995-11-21,Caen,2019-2020,1,Carrefour,Bsc,47.21
6577,Coral,Robertson,Coral.Robertson@supinfo.com,1997-04-29,Paris,2019-2020,2,Enedis,Msc1,87.04
6578,Merry,Burnside,Merry.Burnside@supinfo.com,1997-11-12,Lille,2019-2020,1,Engie,Msc2,59.51
6579,Allyce,Creamer,Allyce.Creamer@supinfo.com,1998-03-29,Paris,2019-2020,1,Engie,Msc1,75.2
6580,Lynea,Christal,Lynea.Christal@supinfo.com,1996-03-25,Caen,2019-2020,2,BNP Paribas,Msc1,51.18
6581,Neila,Joachim,Neila.Joachim@supinfo.com,1997-05-07,Lille,2019-2020,2,Talan,Bsc,80.76
6582,Monika,Arquit,Monika.Arquit@supinfo.com,1998-07-06,Tours,2019-2020,1,Amazon,Msc1,93.82
6583,Daryl,Bebe,Daryl.Bebe@supinfo.com,1998-10-29,Paris,2019-2020,2,RTE,Msc1,75.67
6584,Gwenneth,Dyche,Gwenneth.Dyche@supinfo.com,1995-10-27,Paris,2019-2020,1,Capgemini,Msc1,60.72
6585,Sarette,Chandler,Sarette.Chandler@supinfo.com,1994-08-23,Paris,2019-2020,1,Engie,Bsc,83.1
6586,Adriana,Stefa,Adriana.Stefa@supinfo.com,1996-06-20,Lyon,2019-2020,1,RTE,Bsc,46.73
6587,Shell,Beebe,Shell.Beebe@supinfo.com,1995-05-14,Tours,2019-2020,2,EDF,Msc2,46.31
6588,Joeann,Emmaline,Joeann.Emmaline@supinfo.com,1994-06-07,Tours,2019-2020,1,Enedis,Bsc,57.61
6589,Betta,Croix,Betta.Croix@supinfo.com,1994-07-14,Paris,2019-2020,2,Capgemini,Msc2,85.64
6590,Penelopa,Shelba,Penelopa.Shelba@supinfo.com,1994-07-10,Tours,2019-2020,2,Carrefour,Msc2,62.63
6591,Mellicent,Alexandr,Mellicent.Alexandr@supinfo.com,1996-11-09,Tours,2019-2020,1,Talan,Msc1,71.12
6592,Tami,Duwalt,Tami.Duwalt@supinfo.com,1997-04-10,Lille,2019-2020,2,LCL,Msc2,31.61
6593,Shel,Alabaster,Shel.Alabaster@supinfo.com,1994-06-16,Lyon,2019-2020,2,Enedis,Msc1,51.06
6594,Carly,Cyrie,Carly.Cyrie@supinfo.com,1995-09-25,Paris,2019-2020,2,RTE,Msc2,94.08
6595,Molli,Janene,Molli.Janene@supinfo.com,1998-10-12,Caen,2019-2020,2,Enedis,Msc2,67.49
6596,Joeann,Blake,Joeann.Blake@supinfo.com,1994-01-16,Paris,2019-2020,2,SNCF,Bsc,49.45
6597,Mellicent,Goth,Mellicent.Goth@supinfo.com,1997-01-05,Lille,2019-2020,1,Carrefour,Msc2,79.53
6598,Clarice,Francene,Clarice.Francene@supinfo.com,1998-09-15,Lyon,2019-2020,2,LCL,Msc2,92.53
6599,Janenna,Desai,Janenna.Desai@supinfo.com,1994-06-10,Lyon,2019-2020,1,Talan,Msc2,92.76
6600,Shel,Ailyn,Shel.Ailyn@supinfo.com,1997-02-23,Lyon,2019-2020,1,Talan,Msc2,61.28
6601,Lanae,Narton,Lanae.Narton@supinfo.com,1994-02-19,Lyon,2019-2020,2,Talan,Msc2,57.55
6602,Ingrid,Nedrud,Ingrid.Nedrud@supinfo.com,1995-11-30,Tours,2019-2020,2,LCL,Bsc,42.92
6603,Janey,Sacken,Janey.Sacken@supinfo.com,1999-06-27,Tours,2019-2020,2,BNP Paribas,Msc2,38.51
6604,Clo,Saint,Clo.Saint@supinfo.com,1994-04-15,Paris,2019-2020,2,SNCF,Msc1,54.54
6605,Ronna,Croix,Ronna.Croix@supinfo.com,1997-12-10,Tours,2019-2020,2,Enedis,Msc1,31.37
6606,Karena,Hoban,Karena.Hoban@supinfo.com,1994-09-29,Paris,2019-2020,1,SNCF,Msc2,83.07
6607,Gabi,Lunsford,Gabi.Lunsford@supinfo.com,1998-07-02,Caen,2019-2020,2,Talan,Bsc,45.26
6608,Lelah,Odell,Lelah.Odell@supinfo.com,1994-07-06,Tours,2019-2020,2,Amazon,Bsc,70.73
6609,Jaime,Adalbert,Jaime.Adalbert@supinfo.com,1997-10-06,Lyon,2019-2020,2,BNP Paribas,Msc1,75.98
6610,Aigneis,Schwejda,Aigneis.Schwejda@supinfo.com,1994-04-19,Caen,2019-2020,1,Enedis,Msc2,33.46
6611,Cristabel,Pettiford,Cristabel.Pettiford@supinfo.com,1998-10-04,Tours,2019-2020,1,Carrefour,Bsc,50.53
6612,Shauna,Peonir,Shauna.Peonir@supinfo.com,1997-11-25,Caen,2019-2020,1,BNP Paribas,Msc1,72.21
6613,Perry,Bollay,Perry.Bollay@supinfo.com,1996-01-17,Lille,2019-2020,1,Amazon,Bsc,33.29
6614,Fidelia,Lilas,Fidelia.Lilas@supinfo.com,1997-05-21,Lyon,2019-2020,1,BNP Paribas,Msc1,45.89
6615,Consuela,Couture,Consuela.Couture@supinfo.com,1998-04-17,Caen,2019-2020,2,RTE,Msc2,70.22
6616,Ursulina,Sibyls,Ursulina.Sibyls@supinfo.com,1998-08-19,Caen,2019-2020,1,Capgemini,Msc1,93.1
6617,Mariele,Klotz,Mariele.Klotz@supinfo.com,1996-10-14,Lille,2019-2020,1,Capgemini,Msc2,65.53
6618,Tybie,Shields,Tybie.Shields@supinfo.com,1995-08-27,Caen,2019-2020,2,EDF,Msc2,91.43
6619,Chickie,Lea,Chickie.Lea@supinfo.com,1994-10-30,Lyon,2019-2020,1,Amazon,Msc2,38.58
6620,Sissy,Haymes,Sissy.Haymes@supinfo.com,1998-01-29,Tours,2019-2020,1,Talan,Msc1,87.43
6621,Lilith,Ailyn,Lilith.Ailyn@supinfo.com,1995-12-01,Paris,2019-2020,1,Amazon,Bsc,45.59
6622,Roxane,Buttaro,Roxane.Buttaro@supinfo.com,1994-03-30,Lyon,2019-2020,1,EDF,Bsc,31.61
6623,Corry,Sallyann,Corry.Sallyann@supinfo.com,1996-03-21,Tours,2019-2020,1,BNP Paribas,Msc2,62.43
6624,Ebonee,Suk,Ebonee.Suk@supinfo.com,1997-05-15,Lille,2019-2020,2,Carrefour,Msc2,38.19
6625,Nannie,Leifeste,Nannie.Leifeste@supinfo.com,1997-05-19,Tours,2019-2020,1,BNP Paribas,Bsc,70.4
6626,Blinni,Seagraves,Blinni.Seagraves@supinfo.com,1996-04-12,Paris,2019-2020,2,Capgemini,Bsc,41.79
6627,Meriel,Kaete,Meriel.Kaete@supinfo.com,1999-07-02,Caen,2019-2020,1,SNCF,Bsc,73.35
6628,Liana,Hillel,Liana.Hillel@supinfo.com,1998-11-03,Lille,2019-2020,1,Capgemini,Msc2,89.27
6629,Jean,Tound,Jean.Tound@supinfo.com,1997-06-16,Caen,2019-2020,1,Capgemini,Bsc,64.98
6630,Vonny,Gladstone,Vonny.Gladstone@supinfo.com,1995-11-25,Tours,2019-2020,1,LCL,Bsc,88.42
6631,Stacey,Lamoree,Stacey.Lamoree@supinfo.com,1997-12-19,Caen,2019-2020,2,Amazon,Msc1,38.36
6632,Edith,Janene,Edith.Janene@supinfo.com,1998-05-27,Lyon,2019-2020,2,Talan,Msc1,35.53
6633,Sindee,Lilybelle,Sindee.Lilybelle@supinfo.com,1995-04-19,Caen,2019-2020,2,BNP Paribas,Msc1,44.01
6634,Ermengarde,Deegan,Ermengarde.Deegan@supinfo.com,1999-02-01,Caen,2019-2020,1,Carrefour,Bsc,34.67
6635,Collen,Felizio,Collen.Felizio@supinfo.com,1994-01-07,Lyon,2019-2020,2,BNP Paribas,Bsc,67.31
6636,Oona,Dawkins,Oona.Dawkins@supinfo.com,1999-01-02,Lille,2019-2020,1,EDF,Msc1,61.5
6637,Margalo,Travax,Margalo.Travax@supinfo.com,1996-10-01,Caen,2019-2020,2,RTE,Msc2,76.11
6638,Edee,Devlen,Edee.Devlen@supinfo.com,1997-09-13,Caen,2019-2020,1,Capgemini,Msc2,80.5
6639,Harmonia,Lareena,Harmonia.Lareena@supinfo.com,1996-01-24,Paris,2019-2020,1,Carrefour,Bsc,70.52
6640,Fidelia,Connelly,Fidelia.Connelly@supinfo.com,1995-08-18,Lyon,2019-2020,2,Amazon,Msc2,32.69
6641,Kate,Georgy,Kate.Georgy@supinfo.com,1998-11-02,Lyon,2019-2020,1,LCL,Msc1,85.41
6642,Albertina,Trace,Albertina.Trace@supinfo.com,1995-09-18,Paris,2019-2020,2,RTE,Bsc,85.13
6643,Annabela,Kendrick,Annabela.Kendrick@supinfo.com,1999-08-10,Lille,2019-2020,1,LCL,Msc2,88.58
6644,Liana,Adlare,Liana.Adlare@supinfo.com,1994-11-22,Paris,2019-2020,2,Amazon,Msc1,62.56
6645,Brena,Croix,Brena.Croix@supinfo.com,1998-10-11,Caen,2019-2020,2,Amazon,Msc2,93.22
6646,Sibella,Wesle,Sibella.Wesle@supinfo.com,1999-03-16,Lyon,2019-2020,1,EDF,Msc1,30.55
6647,Lorenza,Weide,Lorenza.Weide@supinfo.com,1995-07-18,Lyon,2019-2020,1,Talan,Msc2,80.31
6648,Mariann,Zitvaa,Mariann.Zitvaa@supinfo.com,1998-09-15,Lyon,2019-2020,2,RTE,Msc2,86.02
6649,Allis,Aloise,Allis.Aloise@supinfo.com,1995-10-04,Paris,2019-2020,1,Enedis,Bsc,30.34
6650,Feliza,Eachern,Feliza.Eachern@supinfo.com,1997-08-23,Paris,2019-2020,2,SNCF,Bsc,57.17
6651,Valli,Vanni,Valli.Vanni@supinfo.com,1996-04-25,Tours,2019-2020,1,BNP Paribas,Msc1,50.88
6652,Correy,Parette,Correy.Parette@supinfo.com,1998-04-26,Paris,2019-2020,2,SNCF,Msc1,66.03
6653,Michaelina,Clie,Michaelina.Clie@supinfo.com,1996-08-15,Lille,2019-2020,1,Amazon,Msc1,94.81
6654,Evita,Faust,Evita.Faust@supinfo.com,1998-02-25,Paris,2019-2020,2,LCL,Msc2,90.47
6655,Renae,Center,Renae.Center@supinfo.com,1998-10-19,Lille,2019-2020,2,Amazon,Msc1,89.55
6656,Fanchon,Artie,Fanchon.Artie@supinfo.com,1997-04-07,Tours,2019-2020,2,Carrefour,Bsc,84.45
6657,Felice,Terencio,Felice.Terencio@supinfo.com,1997-03-23,Paris,2019-2020,1,Amazon,Bsc,64.24
6658,Gloria,Dosia,Gloria.Dosia@supinfo.com,1997-02-22,Tours,2019-2020,1,Amazon,Bsc,31.27
6659,Tilly,Ashok,Tilly.Ashok@supinfo.com,1995-05-16,Lyon,2019-2020,1,Capgemini,Msc2,68.16
6660,Lanae,Aurelio,Lanae.Aurelio@supinfo.com,1995-06-23,Caen,2019-2020,1,LCL,Msc2,66.48
6661,Cherrita,Hertzfeld,Cherrita.Hertzfeld@supinfo.com,1994-10-09,Caen,2019-2020,2,Carrefour,Msc2,80.55
6662,Doro,Delacourt,Doro.Delacourt@supinfo.com,1994-05-17,Lyon,2019-2020,2,Talan,Msc2,31.65
6663,Chastity,Cloris,Chastity.Cloris@supinfo.com,1998-05-27,Lyon,2019-2020,2,Enedis,Bsc,75.32
6664,Tersina,Huggins,Tersina.Huggins@supinfo.com,1996-04-13,Caen,2019-2020,2,Carrefour,Msc2,89.52
6665,Katuscha,Yorick,Katuscha.Yorick@supinfo.com,1996-05-22,Paris,2019-2020,1,Capgemini,Msc1,73.91
6666,Kimmy,Barney,Kimmy.Barney@supinfo.com,1998-07-21,Tours,2019-2020,2,Engie,Bsc,69.87
6667,Joeann,Genna,Joeann.Genna@supinfo.com,1994-10-02,Lille,2019-2020,2,Talan,Bsc,87.99
6668,Roberta,Lamoree,Roberta.Lamoree@supinfo.com,1997-03-02,Lyon,2019-2020,1,Amazon,Msc2,76.65
6669,Babita,Warthman,Babita.Warthman@supinfo.com,1996-06-12,Paris,2019-2020,2,Amazon,Msc1,87.99
6670,Dotty,Bibi,Dotty.Bibi@supinfo.com,1997-01-04,Tours,2019-2020,2,EDF,Msc1,85.43
6671,Gabriellia,Jena,Gabriellia.Jena@supinfo.com,1994-06-04,Caen,2019-2020,1,BNP Paribas,Bsc,42.82
6672,Stevana,Kylander,Stevana.Kylander@supinfo.com,1999-09-29,Tours,2019-2020,2,Engie,Bsc,49.22
6673,Joleen,Nisbet,Joleen.Nisbet@supinfo.com,1998-08-29,Lyon,2019-2020,2,Amazon,Msc2,42.25
6674,Anestassia,Greenwald,Anestassia.Greenwald@supinfo.com,1999-10-23,Caen,2019-2020,2,SNCF,Msc1,82.74
6675,Suzette,Caitlin,Suzette.Caitlin@supinfo.com,1998-01-12,Lille,2019-2020,2,RTE,Msc1,79.09
6676,Nelle,Colbert,Nelle.Colbert@supinfo.com,1999-03-25,Paris,2019-2020,2,SNCF,Msc2,77.22
6677,Kenna,Trey,Kenna.Trey@supinfo.com,1994-09-25,Paris,2019-2020,1,BNP Paribas,Bsc,40.66
6678,Kore,Destinee,Kore.Destinee@supinfo.com,1994-12-08,Lyon,2019-2020,2,Enedis,Msc1,73.51
6679,Di,Faro,Di.Faro@supinfo.com,1999-09-03,Tours,2019-2020,1,Carrefour,Msc1,43.1
6680,Arabel,Holbrook,Arabel.Holbrook@supinfo.com,1994-04-29,Lille,2019-2020,1,Amazon,Msc1,47.02
6681,Clo,Fontana,Clo.Fontana@supinfo.com,1996-03-26,Paris,2019-2020,1,Talan,Msc2,90.75
6682,Jillayne,Huggins,Jillayne.Huggins@supinfo.com,1996-07-14,Lille,2019-2020,1,Amazon,Msc2,42.09
6683,Caryl,Alabaster,Caryl.Alabaster@supinfo.com,1996-11-26,Caen,2019-2020,2,BNP Paribas,Bsc,71.68
6684,Norine,Cohdwell,Norine.Cohdwell@supinfo.com,1997-03-13,Paris,2019-2020,1,Engie,Msc2,76.16
6685,Shirlee,Joseph,Shirlee.Joseph@supinfo.com,1996-06-12,Lille,2019-2020,1,Amazon,Bsc,45.92
6686,Sandie,Pauly,Sandie.Pauly@supinfo.com,1998-04-05,Tours,2019-2020,1,LCL,Msc1,86.97
6687,Mellicent,Minetta,Mellicent.Minetta@supinfo.com,1997-09-02,Tours,2019-2020,1,Capgemini,Msc1,32.79
6688,Maisey,Saunderson,Maisey.Saunderson@supinfo.com,1994-01-08,Lyon,2019-2020,1,LCL,Bsc,48.67
6689,Kenna,Presber,Kenna.Presber@supinfo.com,1999-06-03,Lyon,2019-2020,2,RTE,Msc2,94.23
6690,Merrie,Amethist,Merrie.Amethist@supinfo.com,1996-07-20,Tours,2019-2020,1,RTE,Msc1,93.49
6691,Daphne,Norvol,Daphne.Norvol@supinfo.com,1998-05-04,Paris,2019-2020,1,LCL,Msc1,46.69
6692,Glynnis,Brieta,Glynnis.Brieta@supinfo.com,1996-05-13,Caen,2019-2020,2,Amazon,Msc2,64.72
6693,Ileana,Gwenore,Ileana.Gwenore@supinfo.com,1999-03-11,Paris,2019-2020,2,Capgemini,Bsc,33.13
6694,Talya,Fleeta,Talya.Fleeta@supinfo.com,1995-05-18,Paris,2019-2020,2,BNP Paribas,Msc2,73.23
6695,Jinny,Urias,Jinny.Urias@supinfo.com,1996-08-16,Caen,2019-2020,1,Engie,Msc2,72.95
6696,Natka,Teryn,Natka.Teryn@supinfo.com,1996-11-07,Tours,2019-2020,1,Amazon,Msc1,90.64
6697,Pierette,Soneson,Pierette.Soneson@supinfo.com,1995-08-13,Caen,2019-2020,1,BNP Paribas,Bsc,45.17
6698,Alejandra,Daveta,Alejandra.Daveta@supinfo.com,1997-11-05,Paris,2019-2020,2,Enedis,Msc1,41.95
6699,Kenna,Ardra,Kenna.Ardra@supinfo.com,1997-02-03,Paris,2019-2020,2,Amazon,Msc1,91.93
6700,Deane,Chauncey,Deane.Chauncey@supinfo.com,1998-02-28,Paris,2019-2020,1,BNP Paribas,Msc2,33.45
6701,Misha,Arquit,Misha.Arquit@supinfo.com,1994-05-14,Lyon,2019-2020,1,Carrefour,Msc1,68.22
6702,Paola,Leler,Paola.Leler@supinfo.com,1998-08-14,Caen,2019-2020,1,LCL,Bsc,37.89
6703,Brana,Bouchard,Brana.Bouchard@supinfo.com,1997-11-19,Lille,2019-2020,2,SNCF,Msc2,57.64
6704,Sissy,Garrison,Sissy.Garrison@supinfo.com,1999-02-08,Caen,2019-2020,2,RTE,Msc1,87.41
6705,Amii,Hollingsworth,Amii.Hollingsworth@supinfo.com,1996-08-22,Caen,2019-2020,1,Talan,Msc1,64.2
6706,Dacia,Kronfeld,Dacia.Kronfeld@supinfo.com,1998-06-03,Lyon,2019-2020,1,RTE,Msc1,38.71
6707,Sashenka,Sibyls,Sashenka.Sibyls@supinfo.com,1998-11-20,Paris,2019-2020,2,EDF,Bsc,42.91
6708,Leontine,Kannry,Leontine.Kannry@supinfo.com,1995-02-15,Tours,2019-2020,2,Amazon,Msc1,60.97
6709,Deane,Wilkinson,Deane.Wilkinson@supinfo.com,1995-11-18,Caen,2019-2020,2,Capgemini,Msc1,34.76
6710,Eugine,Aida,Eugine.Aida@supinfo.com,1999-05-11,Lille,2019-2020,1,Capgemini,Bsc,45.08
6711,Winifred,Roumell,Winifred.Roumell@supinfo.com,1997-09-19,Caen,2019-2020,1,Enedis,Msc1,39.97
6712,Maud,Roche,Maud.Roche@supinfo.com,1994-12-11,Paris,2019-2020,2,Capgemini,Msc2,38.79
6713,Rozele,Luhe,Rozele.Luhe@supinfo.com,1997-07-22,Caen,2019-2020,2,Enedis,Msc2,45.5
6714,Di,Tiffa,Di.Tiffa@supinfo.com,1996-02-23,Tours,2019-2020,2,EDF,Msc1,59.17
6715,Hildegaard,Rebecka,Hildegaard.Rebecka@supinfo.com,1994-04-19,Paris,2019-2020,1,Talan,Bsc,50.13
6716,Allyce,Greenwald,Allyce.Greenwald@supinfo.com,1996-02-20,Caen,2019-2020,2,Capgemini,Msc2,39.05
6717,Celestyna,Raama,Celestyna.Raama@supinfo.com,1998-03-29,Paris,2019-2020,2,RTE,Bsc,95.42
6718,Meghann,Thomasina,Meghann.Thomasina@supinfo.com,1996-07-26,Caen,2019-2020,1,Talan,Msc2,59.08
6719,Louella,Fitzsimmons,Louella.Fitzsimmons@supinfo.com,1996-03-01,Lille,2019-2020,1,Engie,Msc1,60.12
6720,Frieda,Koehler,Frieda.Koehler@supinfo.com,1996-01-07,Lille,2019-2020,1,Amazon,Msc1,84.3
6721,Priscilla,Luhe,Priscilla.Luhe@supinfo.com,1999-05-28,Paris,2019-2020,2,Carrefour,Msc2,43.35
6722,Elbertina,Hepsibah,Elbertina.Hepsibah@supinfo.com,1995-07-19,Lille,2019-2020,1,SNCF,Msc2,73.3
6723,Wynne,Stacy,Wynne.Stacy@supinfo.com,1997-04-04,Lyon,2019-2020,2,Enedis,Bsc,79.97
6724,Rivalee,Destinee,Rivalee.Destinee@supinfo.com,1996-10-02,Tours,2019-2020,1,Talan,Bsc,56.48
6725,Miquela,Barbey,Miquela.Barbey@supinfo.com,1995-06-04,Caen,2019-2020,1,EDF,Msc1,74.44
6726,Candy,Tristram,Candy.Tristram@supinfo.com,1999-09-07,Lille,2019-2020,2,EDF,Bsc,52.6
6727,Evaleen,Gibbeon,Evaleen.Gibbeon@supinfo.com,1994-03-18,Caen,2019-2020,1,Amazon,Msc2,76.37
6728,Rani,Rhu,Rani.Rhu@supinfo.com,1996-08-05,Lille,2019-2020,2,SNCF,Msc2,36.32
6729,Ira,Klotz,Ira.Klotz@supinfo.com,1999-05-12,Caen,2019-2020,2,Capgemini,Msc1,61.79
6730,Fayre,Bord,Fayre.Bord@supinfo.com,1996-03-16,Lille,2019-2020,2,Carrefour,Msc2,83.95
6731,Kaja,Uird,Kaja.Uird@supinfo.com,1997-05-11,Lyon,2019-2020,1,BNP Paribas,Msc2,47.53
6732,Aigneis,Atonsah,Aigneis.Atonsah@supinfo.com,1996-10-04,Caen,2019-2020,2,BNP Paribas,Msc2,69.63
6733,Candy,Elo,Candy.Elo@supinfo.com,1998-10-18,Paris,2019-2020,1,EDF,Bsc,64.6
6734,Edith,Lissi,Edith.Lissi@supinfo.com,1998-09-27,Paris,2019-2020,1,EDF,Msc2,87.96
6735,Yetty,Milson,Yetty.Milson@supinfo.com,1995-01-05,Lille,2019-2020,2,EDF,Msc1,42.44
6736,Rochette,Demitria,Rochette.Demitria@supinfo.com,1995-06-23,Paris,2019-2020,1,RTE,Msc1,65.74
6737,Carilyn,Taam,Carilyn.Taam@supinfo.com,1998-04-27,Tours,2019-2020,2,LCL,Bsc,49.17
6738,Ruthe,Mehalek,Ruthe.Mehalek@supinfo.com,1998-11-14,Lille,2019-2020,1,EDF,Msc2,85.64
6739,Ida,Armanda,Ida.Armanda@supinfo.com,1996-04-19,Lyon,2019-2020,1,EDF,Msc1,34.71
6740,Lenna,Durware,Lenna.Durware@supinfo.com,1995-07-29,Lille,2019-2020,2,EDF,Bsc,35.85
6741,Alisha,Pond,Alisha.Pond@supinfo.com,1997-05-25,Caen,2019-2020,1,Talan,Msc2,82.85
6742,Suzette,Meter,Suzette.Meter@supinfo.com,1996-06-20,Lyon,2019-2020,2,LCL,Msc1,54.37
6743,Belinda,Bandeen,Belinda.Bandeen@supinfo.com,1998-07-07,Lille,2019-2020,1,RTE,Msc1,65.82
6744,Eugine,Vharat,Eugine.Vharat@supinfo.com,1994-08-27,Caen,2019-2020,1,LCL,Bsc,67.39
6745,Dale,Bryna,Dale.Bryna@supinfo.com,1996-04-10,Paris,2019-2020,1,BNP Paribas,Msc1,78.37
6746,Cam,Gordon,Cam.Gordon@supinfo.com,1997-11-24,Lyon,2019-2020,2,Enedis,Bsc,65.54
6747,Barbi,Fleeta,Barbi.Fleeta@supinfo.com,1997-09-19,Paris,2019-2020,1,Carrefour,Msc1,39.72
6748,Leia,Anderea,Leia.Anderea@supinfo.com,1998-08-29,Caen,2019-2020,1,BNP Paribas,Bsc,87.24
6749,Konstance,Henrie,Konstance.Henrie@supinfo.com,1994-01-18,Lyon,2019-2020,1,Amazon,Bsc,65.67
6750,Shel,Teryn,Shel.Teryn@supinfo.com,1999-07-22,Lille,2019-2020,1,EDF,Msc2,71.31
6751,Theodora,Ailyn,Theodora.Ailyn@supinfo.com,1994-10-12,Lille,2019-2020,1,Amazon,Msc2,32.23
6752,Nanete,Berne,Nanete.Berne@supinfo.com,1996-07-16,Lyon,2019-2020,2,Talan,Msc1,57.32
6753,Laure,Campball,Laure.Campball@supinfo.com,1996-05-10,Caen,2019-2020,1,Engie,Msc1,48.79
6754,Hannis,Arquit,Hannis.Arquit@supinfo.com,1999-01-13,Paris,2019-2020,1,Engie,Msc2,46.47
6755,Gwenneth,Letsou,Gwenneth.Letsou@supinfo.com,1996-01-27,Paris,2019-2020,2,Carrefour,Bsc,85.62
6756,Alleen,Cyrie,Alleen.Cyrie@supinfo.com,1995-11-16,Lille,2019-2020,1,EDF,Msc2,79.51
6757,Ulrike,Suzetta,Ulrike.Suzetta@supinfo.com,1996-09-01,Lyon,2019-2020,2,Carrefour,Msc1,34.89
6758,Ulrike,Brieta,Ulrike.Brieta@supinfo.com,1996-12-15,Caen,2019-2020,2,Capgemini,Msc1,74.38
6759,Lanae,Zitvaa,Lanae.Zitvaa@supinfo.com,1999-05-30,Lille,2019-2020,2,EDF,Bsc,95.05
6760,Kara-Lynn,Erb,Kara-Lynn.Erb@supinfo.com,1995-01-25,Lyon,2019-2020,2,EDF,Msc1,54.18
6761,Codie,Garrison,Codie.Garrison@supinfo.com,1995-11-02,Paris,2019-2020,1,Talan,Bsc,48.8
6762,Kirbee,Berriman,Kirbee.Berriman@supinfo.com,1999-05-10,Paris,2019-2020,1,Talan,Bsc,47.4
6763,Desirae,Peg,Desirae.Peg@supinfo.com,1996-11-19,Tours,2019-2020,2,LCL,Msc1,87.85
6764,Gerianna,Romelda,Gerianna.Romelda@supinfo.com,1997-09-10,Lyon,2019-2020,2,Amazon,Msc1,89.34
6765,Meghann,Daniele,Meghann.Daniele@supinfo.com,1998-08-20,Paris,2019-2020,1,LCL,Msc2,70.02
6766,Dacia,Cottle,Dacia.Cottle@supinfo.com,1997-12-20,Lyon,2019-2020,2,Enedis,Bsc,73.65
6767,Esmeralda,Schwejda,Esmeralda.Schwejda@supinfo.com,1994-05-24,Paris,2019-2020,1,Amazon,Msc1,72.95
6768,Berget,Ortrude,Berget.Ortrude@supinfo.com,1998-02-05,Tours,2019-2020,1,LCL,Msc1,77.05
6769,Priscilla,Fadiman,Priscilla.Fadiman@supinfo.com,1994-09-04,Caen,2019-2020,1,BNP Paribas,Msc1,36.94
6770,Philis,An,Philis.An@supinfo.com,1998-06-27,Paris,2019-2020,1,EDF,Bsc,53.42
6771,Harmonia,Lenny,Harmonia.Lenny@supinfo.com,1994-09-03,Caen,2019-2020,1,Engie,Msc2,45.88
6772,Suzette,Vittoria,Suzette.Vittoria@supinfo.com,1995-09-19,Lyon,2019-2020,1,LCL,Msc1,90.41
6773,Berta,Vins,Berta.Vins@supinfo.com,1997-02-25,Lille,2019-2020,1,SNCF,Bsc,43.98
6774,Edith,Hurley,Edith.Hurley@supinfo.com,1997-06-11,Paris,2019-2020,2,BNP Paribas,Msc1,69.94
6775,Zsa Zsa,Vernier,Zsa Zsa.Vernier@supinfo.com,1995-02-23,Caen,2019-2020,1,SNCF,Msc2,30.96
6776,Belinda,Burkle,Belinda.Burkle@supinfo.com,1999-11-18,Tours,2019-2020,2,LCL,Bsc,31.65
6777,Delilah,Luhe,Delilah.Luhe@supinfo.com,1998-04-30,Tours,2019-2020,2,LCL,Msc1,71.59
6778,Almeta,Lia,Almeta.Lia@supinfo.com,1995-07-19,Lyon,2019-2020,2,Carrefour,Msc1,78.77
6779,Annice,Lubin,Annice.Lubin@supinfo.com,1998-10-31,Lyon,2019-2020,2,BNP Paribas,Msc2,44.31
6780,Dorothy,Nedrud,Dorothy.Nedrud@supinfo.com,1996-05-14,Paris,2019-2020,2,Talan,Msc2,68.08
6781,Nannie,Kendrick,Nannie.Kendrick@supinfo.com,1997-11-29,Lyon,2019-2020,1,Carrefour,Bsc,88.33
6782,Dominga,Yorick,Dominga.Yorick@supinfo.com,1999-09-18,Caen,2019-2020,2,Talan,Msc2,68.98
6783,Gloria,Leary,Gloria.Leary@supinfo.com,1996-08-07,Lille,2019-2020,2,Carrefour,Bsc,63.2
6784,Alyda,Melleta,Alyda.Melleta@supinfo.com,1999-01-23,Lyon,2019-2020,1,Amazon,Msc1,54.04
6785,Glenda,Goerke,Glenda.Goerke@supinfo.com,1999-11-20,Lille,2019-2020,2,Engie,Msc1,41.18
6786,Feliza,Bach,Feliza.Bach@supinfo.com,1995-04-19,Lyon,2019-2020,1,SNCF,Msc2,36.2
6787,Susan,Donell,Susan.Donell@supinfo.com,1996-02-19,Lyon,2019-2020,1,Capgemini,Msc2,60.1
6788,Konstance,Vorster,Konstance.Vorster@supinfo.com,1996-02-07,Tours,2019-2020,1,RTE,Bsc,94.7
6789,Kimmy,Hailee,Kimmy.Hailee@supinfo.com,1999-06-15,Tours,2019-2020,1,RTE,Msc2,95.74
6790,Jennica,Ingra,Jennica.Ingra@supinfo.com,1997-02-11,Lille,2019-2020,2,EDF,Msc1,31.33
6791,Pearline,Wareing,Pearline.Wareing@supinfo.com,1995-12-02,Tours,2019-2020,1,Engie,Bsc,54.07
6792,Desirae,Merna,Desirae.Merna@supinfo.com,1994-08-06,Lyon,2019-2020,2,Talan,Msc2,64.5
6793,Tamqrah,Lissi,Tamqrah.Lissi@supinfo.com,1994-03-29,Paris,2019-2020,2,SNCF,Bsc,76.56
6794,Netty,Alva,Netty.Alva@supinfo.com,1999-07-28,Tours,2019-2020,1,Talan,Bsc,84.19
